Проведение исследований;69;486;2021-01-03;2021-01-08
Модернизация wifi-сети;69;486;2021-02-06;2021-02-23
Разработка моб. приложения;69;486;2021-03-08;2021-03-20
Аудит информационной безопасности;69;486;2021-04-03;2021-04-17
Обслуживание 1С;69;486;2021-05-05;2021-05-21
Модернизация wifi-сети;69;486;2021-06-08;2021-06-21
Проведение исследований;69;486;2021-07-04;2021-07-11
Проведение исследований;69;486;2021-08-01;2021-08-17
Запук коллцентра;69;486;2021-09-07;2021-09-25
Аудит информационной безопасности;69;486;2021-10-08;2021-10-14
Дизайн сайта;69;486;2021-11-04;2021-11-14
Разработка моб. приложения;69;486;2021-12-02;2021-12-10
Разработка CRM;69;487;2021-01-10;2021-01-28
Опрос покупателей;69;487;2021-02-09;2021-03-01
Обслуживание 1С;69;487;2021-03-07;2021-03-27
Разработка моб. приложения;69;487;2021-04-05;2021-04-15
Разработка моб. приложения;69;487;2021-05-04;2021-05-20
Разработка моб. приложения;69;487;2021-06-02;2021-06-17
Дизайн буклетов;69;487;2021-07-10;2021-07-24
Дизайн буклетов;69;487;2021-08-06;2021-08-25
Модернизация wifi-сети;69;487;2021-09-07;2021-09-21
Запук коллцентра;69;487;2021-10-08;2021-10-17
Разработка моб. приложения;69;487;2021-11-01;2021-11-14
Обслуживание 1С;69;487;2021-12-05;2021-12-18
Дизайн буклетов;69;488;2021-01-08;2021-01-23
Разработка моб. приложения;69;488;2021-02-01;2021-02-15
Обучение сотрудников;69;488;2021-03-04;2021-03-17
Опрос покупателей;69;488;2021-04-09;2021-04-14
Проведение исследований;69;488;2021-05-10;2021-05-16
Обслуживание 1С;69;488;2021-06-01;2021-06-20
Запук коллцентра;69;488;2021-07-10;2021-07-16
Проведение исследований;69;488;2021-08-08;2021-08-13
Проведение исследований;69;488;2021-09-09;2021-09-20
Разработка CRM;69;488;2021-10-03;2021-10-15
Модернизация wifi-сети;69;488;2021-11-01;2021-11-11
Модернизация wifi-сети;69;488;2021-12-10;2021-12-29
Разработка сайта;69;489;2021-01-03;2021-01-16
Обслуживание 1С;69;489;2021-02-03;2021-02-14
Обучение сотрудников;69;489;2021-03-02;2021-03-15
Опрос покупателей;69;489;2021-04-05;2021-04-22
Разработка сайта;69;489;2021-05-01;2021-05-09
Дизайн сайта;69;489;2021-06-02;2021-06-08
Разработка сайта;69;489;2021-07-05;2021-07-18
Аудит информационной безопасности;69;489;2021-08-02;2021-08-14
Обслуживание 1С;69;489;2021-09-03;2021-09-23
Запук коллцентра;69;489;2021-10-06;2021-10-26
Разработка CRM;69;489;2021-11-02;2021-11-20
Обслуживание 1С;69;489;2021-12-09;2021-12-18
Разработка сайта;69;490;2021-01-05;2021-01-13
Обслуживание 1С;69;490;2021-02-03;2021-02-14
Модернизация wifi-сети;69;490;2021-03-05;2021-03-15
Модернизация wifi-сети;69;490;2021-04-06;2021-04-25
Обучение сотрудников;69;490;2021-05-05;2021-05-16
Аудит информационной безопасности;69;490;2021-06-10;2021-06-29
Разработка моб. приложения;69;490;2021-07-07;2021-07-23
Дизайн буклетов;69;490;2021-08-08;2021-08-14
Дизайн сайта;69;490;2021-09-08;2021-09-28
Опрос покупателей;69;490;2021-10-06;2021-10-13
Дизайн буклетов;69;490;2021-11-05;2021-11-13
Проведение исследований;69;490;2021-12-05;2021-12-23
Обучение сотрудников;70;491;2021-01-02;2021-01-14
Запук коллцентра;70;491;2021-02-06;2021-02-24
Обслуживание 1С;70;491;2021-03-01;2021-03-13
Дизайн сайта;70;491;2021-04-02;2021-04-09
Разработка сайта;70;491;2021-05-08;2021-05-28
Аудит информационной безопасности;70;491;2021-06-05;2021-06-17
Опрос покупателей;70;491;2021-07-04;2021-07-20
Разработка CRM;70;491;2021-08-10;2021-08-16
Дизайн сайта;70;491;2021-09-02;2021-09-14
Обучение сотрудников;70;491;2021-10-02;2021-10-19
Ребрендинг;70;491;2021-11-02;2021-11-14
Опрос покупателей;70;491;2021-12-03;2021-12-16
Разработка сайта;70;492;2021-01-04;2021-01-23
Опрос покупателей;70;492;2021-02-03;2021-02-17
Обслуживание 1С;70;492;2021-03-04;2021-03-09
Разработка CRM;70;492;2021-04-08;2021-04-26
Модернизация wifi-сети;70;492;2021-05-02;2021-05-19
Модернизация wifi-сети;70;492;2021-06-04;2021-06-16
Обслуживание 1С;70;492;2021-07-03;2021-07-19
Ребрендинг;70;492;2021-08-06;2021-08-11
Разработка CRM;70;492;2021-09-09;2021-09-22
Дизайн буклетов;70;492;2021-10-06;2021-10-20
Опрос покупателей;70;492;2021-11-03;2021-11-10
Обучение сотрудников;70;492;2021-12-06;2021-12-16
Запук коллцентра;70;493;2021-01-03;2021-01-16
Запук коллцентра;70;493;2021-02-02;2021-02-17
Аудит информационной безопасности;70;493;2021-03-04;2021-03-15
Дизайн сайта;70;493;2021-04-10;2021-04-26
Обслуживание 1С;70;493;2021-05-06;2021-05-23
Модернизация wifi-сети;70;493;2021-06-07;2021-06-13
Разработка сайта;70;493;2021-07-08;2021-07-20
Обучение сотрудников;70;493;2021-08-08;2021-08-15
Ребрендинг;70;493;2021-09-08;2021-09-20
Разработка сайта;70;493;2021-10-04;2021-10-18
Обслуживание 1С;70;493;2021-11-05;2021-11-23
Разработка CRM;70;493;2021-12-01;2021-12-12
Опрос покупателей;70;494;2021-01-07;2021-01-22
Дизайн сайта;70;494;2021-02-01;2021-02-10
Дизайн сайта;70;494;2021-03-10;2021-03-25
Дизайн сайта;70;494;2021-04-07;2021-04-16
Обучение сотрудников;70;494;2021-05-07;2021-05-18
Опрос покупателей;70;494;2021-06-07;2021-06-25
Ребрендинг;70;494;2021-07-09;2021-07-16
Аудит информационной безопасности;70;494;2021-08-10;2021-08-20
Запук коллцентра;70;494;2021-09-06;2021-09-20
Проведение исследований;70;494;2021-10-08;2021-10-25
Разработка CRM;70;494;2021-11-10;2021-11-27
Модернизация wifi-сети;70;494;2021-12-06;2021-12-13
Обслуживание 1С;70;495;2021-01-06;2021-01-22
Дизайн сайта;70;495;2021-02-04;2021-02-22
Дизайн сайта;70;495;2021-03-10;2021-03-26
Дизайн буклетов;70;495;2021-04-10;2021-04-19
Запук коллцентра;70;495;2021-05-10;2021-05-29
Разработка CRM;70;495;2021-06-02;2021-06-15
Запук коллцентра;70;495;2021-07-04;2021-07-12
Разработка CRM;70;495;2021-08-05;2021-08-23
Обслуживание 1С;70;495;2021-09-02;2021-09-07
Проведение исследований;70;495;2021-10-01;2021-10-18
Проведение исследований;70;495;2021-11-08;2021-11-28
Ребрендинг;70;495;2021-12-08;2021-12-13
Разработка моб. приложения;70;496;2021-01-08;2021-01-13
Разработка сайта;70;496;2021-02-04;2021-02-13
Дизайн сайта;70;496;2021-03-03;2021-03-09
Проведение исследований;70;496;2021-04-08;2021-04-24
Аудит информационной безопасности;70;496;2021-05-10;2021-05-18
Ребрендинг;70;496;2021-06-06;2021-06-14
Дизайн сайта;70;496;2021-07-03;2021-07-19
Аудит информационной безопасности;70;496;2021-08-05;2021-08-19
Дизайн сайта;70;496;2021-09-08;2021-09-15
Проведение исследований;70;496;2021-10-03;2021-10-20
Дизайн сайта;70;496;2021-11-08;2021-11-27
Обучение сотрудников;70;496;2021-12-05;2021-12-15
Дизайн сайта;70;497;2021-01-10;2021-01-29
Разработка моб. приложения;70;497;2021-02-07;2021-02-25
Разработка сайта;70;497;2021-03-03;2021-03-14
Опрос покупателей;70;497;2021-04-10;2021-04-18
Проведение исследований;70;497;2021-05-09;2021-05-16
Разработка моб. приложения;70;497;2021-06-01;2021-06-14
Запук коллцентра;70;497;2021-07-06;2021-07-17
Дизайн буклетов;70;497;2021-08-02;2021-08-10
Запук коллцентра;70;497;2021-09-09;2021-09-16
Дизайн буклетов;70;497;2021-10-08;2021-10-16
Опрос покупателей;70;497;2021-11-03;2021-11-20
Ребрендинг;70;497;2021-12-06;2021-12-22
Опрос покупателей;70;498;2021-01-10;2021-01-30
Запук коллцентра;70;498;2021-02-10;2021-02-21
Обслуживание 1С;70;498;2021-03-05;2021-03-14
Обслуживание 1С;70;498;2021-04-09;2021-04-17
Аудит информационной безопасности;70;498;2021-05-08;2021-05-23
Проведение исследований;70;498;2021-06-09;2021-06-27
Разработка моб. приложения;70;498;2021-07-10;2021-07-29
Модернизация wifi-сети;70;498;2021-08-05;2021-08-14
Обучение сотрудников;70;498;2021-09-08;2021-09-23
Запук коллцентра;70;498;2021-10-04;2021-10-15
Разработка моб. приложения;70;498;2021-11-06;2021-11-25
Разработка моб. приложения;70;498;2021-12-07;2021-12-14
Обучение сотрудников;70;499;2021-01-02;2021-01-08
Разработка сайта;70;499;2021-02-08;2021-02-19
Ребрендинг;70;499;2021-03-08;2021-03-13
Обслуживание 1С;70;499;2021-04-08;2021-04-19
Обучение сотрудников;70;499;2021-05-06;2021-05-13
Аудит информационной безопасности;70;499;2021-06-08;2021-06-19
Обслуживание 1С;70;499;2021-07-03;2021-07-08
Запук коллцентра;70;499;2021-08-06;2021-08-22
Опрос покупателей;70;499;2021-09-04;2021-09-11
Опрос покупателей;70;499;2021-10-10;2021-10-20
Аудит информационной безопасности;70;499;2021-11-06;2021-11-25
Обслуживание 1С;70;499;2021-12-01;2021-12-06
Дизайн буклетов;70;500;2021-01-05;2021-01-17
Дизайн буклетов;70;500;2021-02-05;2021-02-18
Обслуживание 1С;70;500;2021-03-09;2021-03-29
Дизайн сайта;70;500;2021-04-04;2021-04-10
Разработка сайта;70;500;2021-05-02;2021-05-13
Опрос покупателей;70;500;2021-06-04;2021-06-10
Проведение исследований;70;500;2021-07-09;2021-07-14
Обслуживание 1С;70;500;2021-08-08;2021-08-19
Разработка CRM;70;500;2021-09-01;2021-09-10
Аудит информационной безопасности;70;500;2021-10-09;2021-10-24
Дизайн сайта;70;500;2021-11-09;2021-11-20
Дизайн сайта;70;500;2021-12-03;2021-12-09
